Student_ID,Gender,Study_Hours,Attendance_Percent,Previous_Marks,Assignment_Score,Quiz_Score,Internal_Marks,Internet_Access,Extracurricular,Sleep_Hours,Final_Marks
2037,Male,6.1,87,72,85,79,26,Yes,No,6.7,70
2038,Male,7.7,84,79,78,85,25,Yes,No,7.0,76
2039,Female,7.0,81,82,75,83,26,Yes,Yes,6.2,71
2040,Male,6.3,87,81,75,71,24,Yes,No,7.0,74
2041,Female,6.8,84,69,85,79,26,Yes,No,7.8,75
2042,Female,7.1,82,70,81,76,25,Yes,Yes,7.9,71
2043,Male,7.9,82,70,88,85,21,Yes,Yes,6.6,69
2044,Male,6.6,83,71,75,84,23,Yes,Yes,6.2,73
2045,Female,6.7,88,82,79,81,26,Yes,No,6.0,71
2046,Female,7.2,84,73,84,78,25,Yes,No,7.1,75
2047,Male,6.2,83,72,77,78,25,Yes,Yes,6.2,75
2048,Female,7.9,89,78,87,76,22,Yes,Yes,6.0,70
2049,Female,6.3,87,81,72,80,21,Yes,No,7.8,67
2050,Male,6.9,87,73,81,73,22,Yes,No,7.1,71
2051,Female,6.6,88,73,88,72,25,Yes,Yes,7.7,70
2052,Male,7.1,87,79,80,73,25,Yes,No,7.8,75
2053,Female,7.7,90,73,85,76,25,No,Yes,7.1,78
2054,Male,7.9,80,71,86,81,25,Yes,Yes,6.4,75
2055,Female,7.8,88,82,72,78,21,No,No,7.3,74
2056,Female,6.5,80,77,72,85,25,Yes,Yes,7.3,72
2057,Male,6.1,80,77,76,75,22,Yes,Yes,6.2,74
2058,Male,6.6,88,72,78,70,23,Yes,Yes,7.7,75
2059,Female,7.8,89,79,83,70,26,Yes,No,6.8,78
2060,Male,7.5,81,70,86,71,23,Yes,No,7.2,74
2061,Female,6.6,88,73,75,80,24,Yes,Yes,7.1,74
2062,Male,6.2,81,70,74,75,23,No,Yes,7.2,67
2063,Male,7.3,87,69,79,79,26,Yes,Yes,7.3,77
2064,Male,6.6,86,79,81,75,23,Yes,No,6.3,71
2065,Female,6.5,83,70,81,78,26,Yes,Yes,6.9,69
2066,Female,6.7,90,76,86,75,21,Yes,No,7.9,73
2067,Female,8.0,86,73,81,76,23,Yes,Yes,7.4,73
2068,Male,6.5,87,72,73,73,25,Yes,Yes,7.3,69
2069,Female,6.7,86,78,73,80,26,Yes,Yes,6.2,72
2070,Male,6.7,90,82,75,75,23,Yes,Yes,6.6,72
2071,Male,7.6,87,77,85,82,24,Yes,No,7.7,72
2072,Female,7.4,84,68,79,73,24,Yes,Yes,6.9,70
2073,Female,7.0,84,82,88,76,25,Yes,Yes,7.5,70
2074,Female,7.9,84,80,76,81,24,Yes,Yes,6.8,73
2075,Male,7.8,84,72,74,75,22,No,Yes,7.7,71
2076,Male,7.4,85,68,87,75,23,Yes,Yes,6.2,73
2077,Female,7.3,87,79,79,73,24,Yes,Yes,6.3,76
2078,Male,7.8,90,79,85,82,25,Yes,Yes,6.1,74
2079,Male,7.5,85,73,82,70,25,Yes,Yes,7.2,72
2080,Male,7.0,80,71,81,83,21,No,Yes,6.7,73
2081,Male,6.6,90,81,87,71,23,Yes,Yes,7.9,72
2082,Male,6.9,81,73,75,82,21,Yes,No,6.3,68
2083,Male,7.0,90,74,85,71,23,Yes,Yes,6.8,75
2084,Female,7.0,87,79,82,81,21,Yes,Yes,7.6,71
2085,Female,6.3,85,82,80,76,25,No,Yes,7.6,75
2086,Female,6.6,81,81,87,84,23,Yes,Yes,6.1,73
2087,Female,7.3,80,76,80,75,23,Yes,No,6.7,68
2088,Female,7.2,85,79,73,82,22,Yes,Yes,6.4,73
2089,Male,7.3,86,82,80,81,24,No,No,7.4,71
2090,Male,6.7,82,77,75,82,25,Yes,Yes,8.0,69
2091,Male,6.8,80,70,80,72,24,No,Yes,7.9,75
2092,Male,7.2,88,81,79,71,23,Yes,No,7.1,70
2093,Male,6.6,90,68,84,75,26,Yes,Yes,6.6,69
2094,Female,7.3,84,72,86,80,21,Yes,Yes,6.4,67
2095,Female,7.5,89,81,86,83,26,Yes,Yes,7.2,75
2096,Male,6.7,85,73,86,74,24,Yes,No,7.7,72
2097,Male,7.3,84,74,73,72,26,Yes,Yes,7.0,72
2098,Male,6.6,85,75,86,70,22,Yes,No,7.2,68
2099,Female,8.0,80,80,81,85,22,Yes,Yes,6.8,73
2100,Male,6.2,83,71,75,79,22,Yes,No,7.7,74
2101,Female,7.5,86,82,80,80,23,Yes,Yes,7.3,75
2102,Female,6.5,86,75,86,79,24,No,No,6.3,76
2103,Male,7.1,85,80,86,75,26,Yes,Yes,7.8,73
2104,Male,6.4,80,77,79,74,25,No,No,7.2,69
2105,Male,7.2,82,77,87,72,23,No,Yes,6.0,73
2106,Female,7.7,82,75,83,77,22,Yes,Yes,6.9,75
2107,Male,6.1,80,71,86,84,22,Yes,Yes,7.4,71
2108,Male,7.0,81,80,82,75,22,Yes,Yes,6.9,68
2109,Female,7.7,87,81,84,72,24,Yes,Yes,7.9,78
2110,Male,6.9,80,72,84,71,23,Yes,No,6.8,76
2111,Male,6.2,84,80,75,75,23,Yes,No,6.8,70
2112,Male,6.4,81,73,74,84,26,Yes,Yes,7.0,70
2113,Male,6.7,87,79,80,78,25,Yes,No,6.1,70
2114,Male,6.4,85,77,83,79,23,Yes,Yes,7.9,69
2115,Female,7.3,82,79,76,74,25,Yes,Yes,6.6,72
2116,Female,7.7,89,72,76,70,23,Yes,No,6.7,73
2117,Male,7.9,90,70,88,80,25,Yes,No,6.7,77
2118,Male,6.4,86,68,74,80,22,Yes,No,6.6,68
2119,Male,7.3,85,75,86,70,26,Yes,Yes,7.7,76
2120,Male,7.3,86,78,75,80,25,Yes,No,6.1,74
2121,Male,6.9,88,71,79,78,26,Yes,Yes,6.4,77
2122,Male,6.4,89,72,80,72,26,No,Yes,6.4,76
2123,Male,7.0,80,71,79,77,25,Yes,Yes,7.5,72
2124,Female,6.6,90,69,78,85,21,Yes,No,6.9,71
2125,Female,7.2,84,77,72,83,21,Yes,No,7.4,71
2126,Male,8.0,84,80,85,78,24,Yes,No,7.3,72
2127,Female,6.5,88,71,82,78,26,Yes,Yes,7.1,71
2128,Female,7.0,85,82,88,85,24,Yes,Yes,6.3,70
2129,Male,7.9,87,73,77,76,21,Yes,Yes,7.5,69
2130,Female,7.5,87,69,81,76,25,Yes,Yes,7.3,72
2131,Female,7.6,82,77,77,80,25,Yes,Yes,8.0,75
2132,Male,6.5,84,75,81,81,22,Yes,No,6.6,74
2133,Female,6.9,86,77,84,83,21,Yes,Yes,7.5,71
2134,Female,7.3,82,75,80,70,26,Yes,Yes,6.4,75
2135,Female,6.0,86,80,84,80,25,Yes,Yes,7.1,70
2136,Male,7.7,81,69,79,75,23,Yes,Yes,7.4,74
2137,Male,7.6,86,79,87,77,23,Yes,Yes,8.0,74
2138,Female,7.3,84,76,83,84,23,Yes,No,6.2,70
2139,Male,7.6,82,77,81,76,25,Yes,No,6.2,71
2140,Female,7.1,84,79,72,74,21,Yes,No,7.7,74
2141,Female,7.8,87,79,78,75,23,Yes,Yes,6.9,73
2142,Female,6.5,80,70,75,83,24,Yes,Yes,6.8,72
2143,Male,7.8,88,73,72,83,21,Yes,Yes,7.9,75
2144,Female,6.6,85,78,74,72,25,Yes,No,6.2,73
2145,Male,7.1,87,77,78,72,26,Yes,No,6.9,72
2146,Female,7.3,81,70,82,84,25,Yes,Yes,7.6,75
2147,Female,7.1,80,77,84,70,21,Yes,Yes,6.5,71
2148,Male,7.2,85,76,86,76,25,Yes,Yes,7.9,77
2149,Male,6.4,82,69,72,71,22,Yes,No,7.1,67
2150,Female,7.3,83,72,77,83,23,Yes,No,6.5,76
2151,Male,6.3,87,69,84,70,24,Yes,No,7.7,75
2152,Male,6.9,83,71,84,73,21,Yes,Yes,7.9,71
2153,Male,6.2,87,79,83,80,24,Yes,Yes,6.4,69
2154,Female,7.9,80,68,84,83,24,Yes,Yes,7.9,69
2155,Female,7.7,86,81,81,77,26,Yes,Yes,6.2,76
2156,Female,7.9,84,79,82,71,22,Yes,Yes,7.7,69
2157,Male,6.3,87,80,73,71,25,Yes,No,7.6,76
2158,Male,7.6,86,70,77,74,26,Yes,No,7.6,75
2159,Male,7.6,80,75,78,79,24,Yes,Yes,7.3,77
2160,Female,7.6,85,68,87,71,26,Yes,No,7.7,78
2161,Female,7.5,88,70,77,73,21,Yes,Yes,6.7,69
2162,Male,6.2,87,75,85,84,22,Yes,Yes,7.7,74
2163,Male,7.8,84,70,82,81,25,Yes,Yes,7.3,70
2164,Female,6.3,88,70,76,77,26,Yes,Yes,6.2,69
2165,Female,6.5,84,70,81,80,26,Yes,Yes,7.9,74
2166,Female,6.7,85,78,76,71,26,Yes,Yes,7.8,72
2167,Male,6.0,90,68,79,75,24,Yes,Yes,6.6,73
2168,Female,6.4,89,74,86,76,24,Yes,No,7.2,73
2169,Male,7.3,88,82,82,80,22,Yes,Yes,6.5,76
2170,Female,7.3,90,81,82,78,21,Yes,Yes,7.6,72
2171,Male,6.2,87,81,75,73,25,Yes,Yes,7.4,69
2172,Female,7.1,81,81,88,75,24,No,No,7.6,77
2173,Male,7.6,83,79,83,74,25,Yes,Yes,7.7,74
2174,Male,7.1,88,70,83,75,21,Yes,No,7.4,73
2175,Male,7.1,89,74,78,78,21,Yes,Yes,7.9,71
2176,Female,7.8,87,73,76,79,21,Yes,Yes,6.1,74
2177,Male,6.1,86,70,76,85,22,Yes,No,7.5,74
2178,Male,7.3,86,77,78,77,23,Yes,Yes,6.1,71
2179,Male,7.5,89,78,76,76,24,Yes,Yes,6.3,71
2180,Female,7.0,88,69,87,77,26,Yes,Yes,6.9,77
2181,Male,6.3,85,82,80,71,24,No,No,7.7,70
2182,Male,7.2,87,80,81,77,25,Yes,Yes,6.2,76
2183,Female,7.7,86,74,73,73,23,Yes,Yes,7.7,75
2184,Female,6.8,84,73,74,70,21,No,No,7.4,71
2185,Male,7.2,90,72,75,85,25,Yes,Yes,7.2,74
2186,Female,6.1,81,77,75,73,21,No,No,7.9,68
2187,Female,7.6,80,73,86,84,25,Yes,No,7.7,69
2188,Male,7.3,80,71,77,70,26,Yes,Yes,7.9,69
2189,Female,7.5,84,73,83,81,22,Yes,Yes,6.6,75
2190,Male,7.5,82,71,82,82,23,Yes,Yes,7.6,69
2191,Female,6.7,88,79,79,80,23,Yes,No,6.2,75
2192,Male,7.2,90,70,84,76,23,Yes,No,7.7,72
2193,Female,7.8,82,70,82,70,21,Yes,No,6.4,70
2194,Female,6.8,81,71,74,72,26,Yes,No,7.2,77
2195,Female,7.4,88,73,84,74,24,Yes,No,6.2,75
2196,Female,6.6,83,75,73,77,25,Yes,Yes,6.3,70
2197,Male,6.5,83,75,78,74,21,No,Yes,6.6,66
2198,Female,7.1,89,71,85,75,25,No,No,7.2,75
2199,Male,7.6,84,74,83,81,22,Yes,Yes,6.6,71
2200,Male,6.6,83,80,76,73,25,Yes,Yes,7.4,73
2201,Female,7.4,90,76,79,84,23,Yes,No,7.1,69
2202,Male,7.2,81,70,72,84,25,Yes,Yes,7.3,77
2203,Female,6.1,85,69,80,78,26,Yes,No,6.1,73
2204,Female,8.0,83,78,86,79,25,Yes,No,7.4,72
2205,Female,6.3,88,78,82,70,25,Yes,Yes,6.1,75
2206,Female,7.2,88,74,77,76,22,Yes,No,8.0,75
2207,Female,7.3,87,79,75,80,21,Yes,Yes,6.2,71
2208,Female,7.4,82,81,82,75,21,Yes,Yes,6.6,69
2209,Male,6.2,84,74,78,77,23,Yes,Yes,8.0,73
2210,Male,7.0,80,82,73,71,26,No,Yes,6.7,70
2211,Male,6.0,86,72,72,81,21,Yes,Yes,7.9,68
2212,Female,8.0,81,81,76,81,25,Yes,Yes,6.4,74
2213,Male,6.1,80,82,75,79,23,Yes,Yes,6.2,73
2214,Male,7.8,87,71,76,80,24,Yes,Yes,7.9,74
2215,Female,7.3,81,73,79,81,22,Yes,No,6.5,75
2216,Male,6.1,80,82,87,73,25,Yes,No,6.2,74
2217,Female,7.5,90,71,81,80,22,Yes,Yes,6.9,70
2218,Female,6.8,86,69,87,70,24,Yes,Yes,6.2,73
2219,Female,7.0,84,80,73,71,22,Yes,Yes,7.9,70
2220,Male,7.1,80,72,84,76,23,Yes,Yes,7.9,68
2221,Female,7.0,90,79,73,76,21,No,No,6.9,69
2222,Female,7.4,87,71,72,71,24,Yes,No,6.4,75
2223,Male,7.8,90,81,82,75,24,Yes,Yes,7.7,72
2224,Female,7.2,89,78,80,83,26,No,Yes,7.1,77
2225,Female,6.8,80,74,85,82,23,Yes,Yes,7.7,69
2226,Female,7.3,86,68,86,74,26,Yes,No,7.4,70
2227,Female,6.1,88,73,77,78,26,Yes,Yes,7.4,75
2228,Female,6.6,89,72,75,73,24,Yes,No,7.6,76
2229,Female,6.4,88,68,87,85,21,No,No,6.2,67
2230,Female,6.5,89,73,86,74,24,Yes,Yes,7.2,68
2231,Male,6.1,80,70,82,78,22,No,No,6.7,68
2232,Male,7.9,88,69,79,75,26,Yes,No,6.4,75
2233,Female,6.1,83,77,88,79,25,Yes,No,6.3,73
2234,Male,6.8,88,68,77,80,23,Yes,Yes,6.1,76
2235,Male,6.8,89,68,84,73,22,Yes,Yes,7.5,67
2236,Male,7.9,90,74,81,82,24,Yes,No,7.8,71
2237,Female,8.0,90,75,87,74,24,Yes,No,7.1,72
2238,Male,7.9,86,72,77,81,26,Yes,No,6.0,77
2239,Female,6.8,88,81,79,82,22,No,No,7.7,71
2240,Female,7.8,87,79,86,84,24,Yes,No,6.9,72
2241,Male,7.4,83,71,78,76,25,Yes,No,6.4,76
2242,Male,6.7,84,71,84,74,24,Yes,Yes,6.2,74
2243,Female,6.1,83,73,77,82,25,Yes,Yes,6.9,72
2244,Male,7.1,82,72,76,82,25,Yes,No,7.6,70
2245,Male,6.5,82,80,87,80,25,Yes,No,7.9,74
2246,Male,6.2,80,82,73,80,21,Yes,No,6.6,75
2247,Male,7.9,84,81,74,81,25,Yes,Yes,7.8,75
2248,Male,6.6,81,80,77,74,22,Yes,No,6.8,72
2249,Female,7.4,84,79,79,73,26,No,No,7.9,78
2250,Male,6.3,86,75,84,85,22,Yes,Yes,7.5,73
2251,Female,6.9,80,75,83,80,21,Yes,Yes,7.8,67
2252,Male,7.4,82,69,78,80,23,Yes,Yes,7.4,75
2253,Male,6.0,89,74,77,81,23,Yes,Yes,6.4,70
2254,Female,6.1,83,79,81,78,24,Yes,Yes,8.0,71
2255,Male,7.3,85,76,73,74,25,Yes,Yes,6.0,74
2256,Female,7.8,86,74,73,78,26,Yes,Yes,6.8,73
2257,Female,6.3,85,79,80,76,24,Yes,No,6.6,68
2258,Female,7.6,85,81,88,73,21,Yes,No,7.6,75
2259,Male,6.7,82,77,79,72,21,Yes,No,6.0,67
2260,Female,6.3,90,81,86,80,26,Yes,Yes,6.2,70
2261,Male,7.8,81,70,74,72,21,Yes,Yes,6.9,73
2262,Male,6.8,90,76,78,85,22,Yes,No,7.4,72
2263,Male,6.9,88,68,74,75,22,Yes,Yes,6.5,75
2264,Male,6.4,85,80,79,75,24,Yes,No,7.3,73
2265,Female,6.4,84,81,83,77,25,Yes,No,6.0,77
2266,Male,6.1,81,75,83,71,25,Yes,Yes,7.5,71
2267,Male,6.0,90,69,82,81,26,Yes,No,7.4,74
2268,Female,6.9,87,73,87,79,24,Yes,Yes,6.6,75
2269,Male,6.1,85,74,86,84,23,Yes,Yes,7.8,75
2270,Male,6.9,82,79,84,83,21,Yes,No,7.7,74
2271,Female,6.8,80,74,77,74,25,Yes,Yes,7.9,70
2272,Female,6.3,85,71,72,85,24,Yes,No,6.3,75
2273,Female,7.2,87,74,85,75,24,Yes,Yes,7.9,68
2274,Female,7.9,87,77,81,74,22,Yes,Yes,7.0,73
2275,Male,7.9,90,70,82,79,26,Yes,Yes,7.2,75
2276,Male,6.7,85,80,76,81,25,Yes,No,7.9,69
2277,Male,6.5,85,79,79,80,26,Yes,Yes,7.8,73
2278,Female,7.4,82,73,79,77,22,No,Yes,7.0,72
2279,Male,6.8,82,77,82,72,25,Yes,No,7.0,74
2280,Female,7.6,84,79,76,81,21,Yes,Yes,6.9,70
2281,Male,7.1,84,73,87,80,25,Yes,No,7.8,71
2282,Male,6.6,80,79,78,79,22,Yes,No,7.6,71
2283,Male,6.3,80,68,85,72,23,Yes,No,6.9,75
2284,Male,7.1,89,75,82,73,23,Yes,No,6.9,70
2285,Female,6.6,80,69,73,80,25,Yes,Yes,7.0,69
2286,Female,7.1,90,74,82,82,22,Yes,Yes,6.7,76
2287,Male,7.1,89,68,88,71,26,Yes,No,7.4,70
2288,Female,6.3,81,76,77,77,21,Yes,Yes,7.5,69
2289,Male,7.5,87,74,73,83,26,Yes,No,7.6,76
2290,Male,7.6,87,70,75,78,22,Yes,Yes,6.5,74
2291,Male,7.0,80,71,79,74,22,Yes,Yes,7.0,70
2292,Female,6.0,84,75,72,83,25,Yes,Yes,6.1,70
2293,Male,6.0,81,77,83,75,24,Yes,No,6.4,72
2294,Male,6.5,85,76,84,75,22,Yes,Yes,7.5,70
2295,Female,6.8,90,72,86,70,24,Yes,No,7.2,74
2296,Female,6.1,81,79,78,76,25,Yes,No,7.5,70
2297,Female,6.7,80,78,79,78,22,Yes,Yes,7.0,70
2298,Male,7.7,83,75,84,80,24,Yes,Yes,8.0,74
2299,Male,7.1,84,80,79,72,25,Yes,No,6.2,69
2300,Male,7.9,80,72,86,82,26,Yes,Yes,7.1,71
2301,Male,7.3,86,79,83,72,23,Yes,No,6.8,68
2302,Female,6.6,84,75,78,73,26,No,Yes,7.5,75
2303,Male,6.3,81,69,79,84,25,Yes,Yes,7.4,70
2304,Female,6.1,82,71,74,82,26,Yes,No,6.8,68
2305,Female,6.8,80,77,73,72,23,Yes,Yes,7.4,74
2306,Female,6.0,84,81,78,77,26,Yes,Yes,6.9,69
2307,Male,7.1,87,80,79,71,23,Yes,Yes,6.7,74
2308,Female,7.1,85,78,83,74,23,Yes,Yes,7.5,71
2309,Female,6.7,85,80,81,74,26,Yes,Yes,7.5,73
2310,Female,6.2,84,82,76,80,23,Yes,No,7.3,72
2311,Male,7.0,90,70,82,75,25,Yes,Yes,6.3,76
2312,Male,6.2,86,82,75,71,25,Yes,Yes,6.2,68
2313,Male,7.5,90,79,82,85,21,Yes,No,6.7,76
2314,Female,7.0,86,71,83,83,26,Yes,Yes,7.5,70
2315,Female,6.3,83,79,72,73,24,Yes,Yes,6.3,68
2316,Male,6.6,83,76,75,76,21,Yes,No,6.0,69
2317,Male,6.1,87,69,85,81,26,Yes,No,6.8,75
2318,Female,6.4,86,77,87,71,26,Yes,No,7.0,69
2319,Female,6.5,87,81,84,73,24,Yes,No,7.4,74
2320,Female,8.0,86,68,87,72,24,Yes,Yes,6.5,69
2321,Male,6.9,85,71,87,71,23,Yes,No,6.6,75
2322,Female,6.2,90,70,72,84,21,Yes,Yes,7.0,70
2323,Female,7.6,88,78,73,78,25,Yes,Yes,6.2,74
2324,Female,6.6,82,68,81,80,24,Yes,Yes,6.2,69
2325,Male,6.5,86,80,77,82,21,No,Yes,6.6,69
2326,Male,6.5,87,80,75,73,22,Yes,Yes,6.3,74
2327,Female,7.6,86,68,88,81,26,Yes,No,7.1,73
2328,Female,7.1,86,69,74,72,23,Yes,Yes,7.8,73
2329,Female,7.8,82,69,72,75,21,Yes,Yes,7.1,73
2330,Male,7.1,87,69,77,83,21,Yes,Yes,7.1,69
2331,Male,7.5,86,68,83,71,25,Yes,Yes,7.6,69
2332,Female,6.6,82,73,79,85,22,Yes,No,6.4,71
2333,Female,6.3,88,78,74,74,26,Yes,Yes,6.3,73
2334,Male,7.0,81,77,77,77,26,No,Yes,7.5,77
2335,Female,6.8,86,68,82,82,21,No,Yes,6.4,73
2336,Female,7.5,82,75,88,83,26,Yes,No,7.7,76
2337,Male,7.0,81,74,72,83,21,Yes,Yes,7.1,73
2338,Male,6.7,86,72,86,80,23,Yes,Yes,7.7,73
2339,Female,7.0,86,80,76,85,23,Yes,Yes,6.2,72
2340,Female,6.5,84,82,80,79,25,Yes,Yes,7.0,72
2341,Female,6.7,84,71,82,83,23,Yes,Yes,6.5,71
2342,Male,7.6,84,71,83,80,22,Yes,No,7.6,73
2343,Female,7.3,83,77,82,75,26,Yes,No,7.6,72
2344,Male,7.9,87,76,82,74,23,Yes,No,7.2,71
2345,Male,6.0,83,80,80,85,24,Yes,Yes,7.9,73
2346,Female,6.4,80,74,87,73,24,Yes,Yes,6.9,71
2347,Male,6.7,80,68,74,78,21,Yes,Yes,7.1,68
2348,Male,6.4,90,77,73,70,21,Yes,No,6.7,72
2349,Male,6.5,89,77,80,81,22,No,No,6.3,72
2350,Female,7.6,86,71,72,75,21,Yes,No,7.1,73
2351,Female,6.2,86,71,79,84,25,Yes,Yes,6.3,69
2352,Male,6.5,84,74,84,84,22,Yes,Yes,6.5,75
2353,Male,6.9,86,81,84,70,25,Yes,Yes,7.5,71
2354,Female,6.6,87,76,84,84,25,Yes,No,6.4,70
2355,Male,6.3,86,71,78,80,23,Yes,No,6.8,69
2356,Female,7.2,87,68,79,72,24,Yes,No,7.4,68
2357,Male,6.8,87,74,86,83,21,Yes,Yes,6.9,70
2358,Male,7.0,82,71,88,76,21,Yes,Yes,8.0,70
2359,Male,7.4,82,69,73,78,21,Yes,No,7.1,69
2360,Female,7.7,84,81,77,77,24,Yes,No,6.6,74
2361,Male,7.2,89,78,77,79,25,Yes,Yes,6.9,73
2362,Male,7.2,81,69,75,78,22,Yes,Yes,7.1,74
2363,Female,7.4,82,76,77,77,21,Yes,Yes,6.7,68
2364,Female,7.0,80,74,76,75,21,Yes,Yes,6.9,74
2365,Male,7.1,84,75,79,84,22,Yes,Yes,7.4,74
2366,Male,6.1,86,70,72,79,24,Yes,No,7.1,71
2367,Female,7.8,87,78,88,81,25,Yes,Yes,7.2,78
2368,Female,6.3,87,70,73,76,21,No,Yes,7.2,69
2369,Male,6.8,84,73,72,80,24,Yes,Yes,6.4,68
2370,Male,6.9,89,80,76,79,24,Yes,No,6.5,69
2371,Male,7.0,87,79,86,81,22,No,No,6.9,72
2372,Male,7.8,81,72,83,71,23,Yes,Yes,6.9,72
2373,Male,6.7,88,76,87,71,24,Yes,No,6.1,71
2374,Male,6.0,81,70,80,71,21,Yes,No,7.0,72
2375,Female,6.7,89,75,83,80,23,Yes,Yes,6.7,75
2376,Male,6.9,88,68,88,72,22,Yes,Yes,7.9,71
2377,Female,7.5,90,72,76,74,22,Yes,No,6.2,71
2378,Female,6.1,80,70,78,83,25,Yes,No,6.4,75
2379,Male,8.0,83,68,74,75,21,Yes,No,6.5,71
2380,Male,7.8,87,69,74,84,23,Yes,No,7.2,71
2381,Female,7.2,88,82,82,80,25,Yes,No,6.3,75
2382,Female,6.5,80,74,87,78,23,Yes,Yes,7.9,70
2383,Female,6.1,89,72,80,73,22,No,Yes,7.1,74
2384,Male,6.9,82,82,75,81,24,Yes,Yes,7.5,72
2385,Male,6.3,87,82,74,80,21,Yes,Yes,6.9,75
2386,Female,8.0,85,73,75,79,22,Yes,No,7.0,72
2387,Female,6.9,83,72,79,75,23,Yes,Yes,6.3,70
2388,Male,6.2,80,70,85,85,21,Yes,No,7.9,73
2389,Male,6.9,80,70,81,81,26,No,Yes,7.4,76
2390,Male,6.1,84,73,75,71,25,Yes,No,6.2,68
2391,Male,7.6,86,81,87,73,23,Yes,Yes,7.2,74
2392,Male,6.3,87,77,80,75,26,Yes,Yes,7.6,73
2393,Male,7.4,80,74,82,75,26,Yes,No,6.9,73
2394,Male,6.6,86,74,79,79,26,Yes,No,6.7,71
2395,Male,6.1,80,77,75,74,21,Yes,No,8.0,67
2396,Male,7.5,85,77,79,85,24,Yes,Yes,6.8,77
2397,Female,7.8,90,68,83,75,24,Yes,Yes,6.4,69
2398,Male,6.8,87,75,84,80,24,Yes,Yes,6.3,71
2399,Female,6.0,82,72,85,72,24,Yes,Yes,7.8,70
2400,Male,6.5,89,75,80,76,26,Yes,No,6.4,69
2401,Male,7.6,85,73,72,73,24,Yes,No,7.5,73
2402,Male,7.4,88,72,88,82,25,Yes,No,8.0,75
2403,Male,6.9,89,76,81,84,21,Yes,Yes,6.6,67
2404,Female,6.9,86,82,86,77,23,Yes,No,7.7,70
2405,Female,7.6,90,82,80,82,23,Yes,Yes,6.0,71
2406,Male,6.5,80,74,73,72,23,Yes,No,7.1,75
2407,Female,7.5,90,68,87,76,25,Yes,Yes,7.3,71
2408,Male,7.1,85,70,78,70,26,Yes,Yes,6.9,72
2409,Male,6.2,84,70,81,78,24,Yes,Yes,6.3,71
2410,Male,6.2,84,72,74,72,22,Yes,No,7.7,74
2411,Female,7.6,84,70,75,84,23,Yes,Yes,6.2,75
2412,Female,7.3,84,80,74,81,21,Yes,Yes,6.7,71
2413,Male,7.5,89,80,74,72,22,Yes,No,6.3,69
2414,Male,6.1,86,80,85,73,25,Yes,Yes,7.6,72
2415,Male,7.5,81,79,79,85,25,Yes,Yes,7.5,73
2416,Male,7.8,80,75,78,70,25,No,Yes,6.7,75
2417,Female,7.5,80,73,86,72,22,Yes,Yes,7.7,73
2418,Female,7.0,88,79,82,73,25,Yes,No,7.6,76
2419,Female,6.6,81,68,81,74,26,Yes,No,6.5,72
2420,Male,8.0,88,73,74,85,23,Yes,Yes,7.5,72
2421,Male,6.7,81,81,76,73,23,Yes,No,6.2,70
2422,Female,6.4,83,77,74,77,21,Yes,Yes,6.6,74
2423,Male,7.8,90,72,75,82,21,Yes,Yes,6.6,76
2424,Male,6.5,80,70,74,73,25,Yes,Yes,6.0,76
2425,Female,6.8,81,72,77,77,21,No,Yes,6.7,68
2426,Male,6.9,82,70,88,77,24,No,Yes,6.0,73
2427,Female,7.0,83,68,85,76,25,Yes,No,7.3,70
2428,Female,7.9,86,82,81,78,22,No,No,7.2,77
2429,Male,7.3,87,68,75,82,25,Yes,Yes,6.4,71
2430,Male,7.9,83,70,73,77,22,Yes,No,7.5,74
2431,Female,7.9,84,69,72,76,26,Yes,No,6.2,76
2432,Male,6.4,82,70,75,81,23,Yes,No,8.0,71
2433,Female,7.7,82,71,84,81,22,Yes,No,7.7,76
2434,Male,6.9,84,68,85,84,22,Yes,Yes,6.1,76
2435,Male,6.4,81,82,81,74,23,Yes,No,6.6,71
2436,Male,7.2,85,72,79,84,22,Yes,Yes,7.4,70
2437,Female,6.3,83,75,76,70,22,Yes,No,7.3,70
2438,Female,6.2,85,76,80,73,23,Yes,Yes,7.7,72
2439,Female,6.1,81,71,81,78,22,Yes,Yes,7.5,72
2440,Male,6.3,80,73,85,80,21,Yes,Yes,7.0,68
2441,Male,6.5,84,77,78,82,26,No,Yes,7.7,74
2442,Female,7.2,83,73,73,80,23,Yes,Yes,6.9,70
2443,Female,7.9,80,79,74,73,25,Yes,No,7.8,71
2444,Female,6.9,88,79,74,73,26,Yes,Yes,8.0,74
2445,Male,7.5,83,73,75,71,23,Yes,No,6.0,73
2446,Female,7.3,87,82,78,72,23,Yes,Yes,7.8,74
2447,Female,7.6,88,79,79,71,24,Yes,No,7.4,74
2448,Male,7.9,87,81,78,83,23,Yes,Yes,6.2,74
2449,Male,6.0,85,82,83,84,25,No,Yes,7.4,68
2450,Male,7.3,83,70,77,77,26,Yes,Yes,6.1,70
2451,Male,6.3,87,68,86,77,25,Yes,No,6.3,68
2452,Male,7.7,86,70,74,75,24,Yes,No,6.8,70
2453,Female,7.4,86,69,74,75,22,Yes,Yes,6.1,71
2454,Male,6.5,88,79,88,80,24,Yes,Yes,6.3,74
2455,Male,6.3,87,72,82,78,25,Yes,No,6.4,75
2456,Male,6.8,88,75,74,73,26,No,Yes,6.3,69
2457,Male,7.1,86,82,76,71,25,Yes,No,6.4,77
